simulator-1  | 2026-06-27T16:16:13.199530731Z Operations to perform:
simulator-1  | 2026-06-27T16:16:36.262697299Z [27/Jun/2026 16:16:36] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:36.293663672Z [27/Jun/2026 16:16:36] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1106
simulator-1  | 2026-06-27T16:16:36.498138351Z [27/Jun/2026 16:16:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:36.507093189Z [27/Jun/2026 16:16:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:36.533496867Z [27/Jun/2026 16:16:36] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:36.612657126Z [27/Jun/2026 16:16:36] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 858
simulator-1  | 2026-06-27T16:16:36.693457089Z [27/Jun/2026 16:16:36] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1038
simulator-1  | 2026-06-27T16:16:36.879383868Z [27/Jun/2026 16:16:36] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:36.909788534Z [27/Jun/2026 16:16:36] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:37.004984928Z [27/Jun/2026 16:16:37] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1232
simulator-1  | 2026-06-27T16:16:37.024988236Z [27/Jun/2026 16:16:37] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1056
simulator-1  | 2026-06-27T16:16:37.213523187Z [27/Jun/2026 16:16:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:37.247168208Z [27/Jun/2026 16:16:37] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:37.265432966Z [27/Jun/2026 16:16:37] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1042
simulator-1  | 2026-06-27T16:16:37.461257466Z [27/Jun/2026 16:16:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:37.489474594Z [27/Jun/2026 16:16:37] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:37.561979929Z [27/Jun/2026 16:16:37] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 858
simulator-1  | 2026-06-27T16:16:37.769476117Z [27/Jun/2026 16:16:37] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:37.798649377Z [27/Jun/2026 16:16:37] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:37.827974070Z [27/Jun/2026 16:16:37] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 858
simulator-1  | 2026-06-27T16:16:38.006315198Z [27/Jun/2026 16:16:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:38.034670199Z [27/Jun/2026 16:16:38] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:38.104338547Z [27/Jun/2026 16:16:38] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 858
simulator-1  | 2026-06-27T16:16:38.288468192Z [27/Jun/2026 16:16:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:38.321867367Z [27/Jun/2026 16:16:38] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1213
simulator-1  | 2026-06-27T16:16:38.411449456Z [27/Jun/2026 16:16:38] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1232
simulator-1  | 2026-06-27T16:16:38.491647215Z [27/Jun/2026 16:16:38] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 858
simulator-1  | 2026-06-27T16:16:38.644923375Z [27/Jun/2026 16:16:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:38.736997915Z [27/Jun/2026 16:16:38] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:38.775112906Z [27/Jun/2026 16:16:38] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1213
simulator-1  | 2026-06-27T16:16:38.865956840Z [27/Jun/2026 16:16:38] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1232
simulator-1  | 2026-06-27T16:16:38.944003196Z [27/Jun/2026 16:16:38] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 858
simulator-1  | 2026-06-27T16:16:39.156379755Z [27/Jun/2026 16:16:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:39.193758325Z [27/Jun/2026 16:16:39] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:39.214432211Z [27/Jun/2026 16:16:39] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 816
simulator-1  | 2026-06-27T16:16:39.434528263Z [27/Jun/2026 16:16:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:39.483788663Z [27/Jun/2026 16:16:39] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:39.519269960Z [27/Jun/2026 16:16:39] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1232
simulator-1  | 2026-06-27T16:16:39.533700406Z [27/Jun/2026 16:16:39] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 795
simulator-1  | 2026-06-27T16:16:39.707808989Z [27/Jun/2026 16:16:39] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:39.740043133Z [27/Jun/2026 16:16:39] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:39.811578744Z [27/Jun/2026 16:16:39] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 858
simulator-1  | 2026-06-27T16:16:39.948839643Z [27/Jun/2026 16:16:39] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 813
simulator-1  | 2026-06-27T16:16:40.139300487Z [27/Jun/2026 16:16:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:40.168683440Z [27/Jun/2026 16:16:40] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:40.239356834Z [27/Jun/2026 16:16:40] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 858
simulator-1  | 2026-06-27T16:16:40.433341785Z [27/Jun/2026 16:16:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:40.465402002Z [27/Jun/2026 16:16:40] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1235
simulator-1  | 2026-06-27T16:16:40.477890074Z [27/Jun/2026 16:16:40] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1009
simulator-1  | 2026-06-27T16:16:40.674208408Z [27/Jun/2026 16:16:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:40.703891486Z [27/Jun/2026 16:16:40] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1235
simulator-1  | 2026-06-27T16:16:40.719377795Z [27/Jun/2026 16:16:40] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1009
simulator-1  | 2026-06-27T16:16:40.778441927Z [27/Jun/2026 16:16:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:40.914646776Z [27/Jun/2026 16:16:40] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:40.949427006Z [27/Jun/2026 16:16:40] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:41.026822298Z [27/Jun/2026 16:16:41] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1256
simulator-1  | 2026-06-27T16:16:41.043000843Z [27/Jun/2026 16:16:41] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1019
simulator-1  | 2026-06-27T16:16:41.237064150Z [27/Jun/2026 16:16:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:41.271889030Z [27/Jun/2026 16:16:41] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:41.322107882Z [27/Jun/2026 16:16:41] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1256
simulator-1  | 2026-06-27T16:16:41.348502741Z [27/Jun/2026 16:16:41] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1019
simulator-1  | 2026-06-27T16:16:41.584385092Z [27/Jun/2026 16:16:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:41.630995000Z [27/Jun/2026 16:16:41] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1211
simulator-1  | 2026-06-27T16:16:41.715535198Z [27/Jun/2026 16:16:41] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 882
simulator-1  | 2026-06-27T16:16:41.782489342Z [27/Jun/2026 16:16:41] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 776
simulator-1  | 2026-06-27T16:16:41.992551893Z [27/Jun/2026 16:16:41] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:42.024048899Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1247
simulator-1  | 2026-06-27T16:16:42.038649540Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1018
simulator-1  | 2026-06-27T16:16:42.228866088Z [27/Jun/2026 16:16:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:42.260073986Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1213
simulator-1  | 2026-06-27T16:16:42.347277514Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1268
simulator-1  | 2026-06-27T16:16:42.366546126Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1028
simulator-1  | 2026-06-27T16:16:42.564046096Z [27/Jun/2026 16:16:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:42.596260671Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1213
simulator-1  | 2026-06-27T16:16:42.667347514Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 894
simulator-1  | 2026-06-27T16:16:42.724609939Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/3/press/ HTTP/1.1" 202 785
simulator-1  | 2026-06-27T16:16:42.872680504Z [27/Jun/2026 16:16:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:42.909262731Z [27/Jun/2026 16:16:42] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:42.941258896Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1235
simulator-1  | 2026-06-27T16:16:42.955227180Z [27/Jun/2026 16:16:42] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1009
simulator-1  | 2026-06-27T16:16:43.148891056Z [27/Jun/2026 16:16:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:43.170958558Z [27/Jun/2026 16:16:43] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1039
simulator-1  | 2026-06-27T16:16:43.377252204Z [27/Jun/2026 16:16:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:43.395192780Z [27/Jun/2026 16:16:43] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1039
simulator-1  | 2026-06-27T16:16:43.610523212Z [27/Jun/2026 16:16:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:43.650566404Z [27/Jun/2026 16:16:43] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1  | 2026-06-27T16:16:43.685932017Z [27/Jun/2026 16:16:43] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1107
simulator-1  | 2026-06-27T16:16:43.884798933Z [27/Jun/2026 16:16:43] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:43.916800391Z [27/Jun/2026 16:16:43] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1  | 2026-06-27T16:16:43.946941700Z [27/Jun/2026 16:16:43] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1107
simulator-1  | 2026-06-27T16:16:44.124848646Z [27/Jun/2026 16:16:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:44.155158728Z [27/Jun/2026 16:16:44] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1  | 2026-06-27T16:16:44.191611909Z [27/Jun/2026 16:16:44] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1107
simulator-1  | 2026-06-27T16:16:44.381024607Z [27/Jun/2026 16:16:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:44.411177551Z [27/Jun/2026 16:16:44] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1  | 2026-06-27T16:16:44.440848402Z [27/Jun/2026 16:16:44] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1107
simulator-1  | 2026-06-27T16:16:44.678493728Z [27/Jun/2026 16:16:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:44.714972142Z [27/Jun/2026 16:16:44] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1  | 2026-06-27T16:16:44.747306884Z [27/Jun/2026 16:16:44] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1107
simulator-1  | 2026-06-27T16:16:44.971979664Z [27/Jun/2026 16:16:44] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:45.017494707Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1  | 2026-06-27T16:16:45.021528157Z [27/Jun/2026 16:16:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:45.052131905Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1107
simulator-1  | 2026-06-27T16:16:45.255831397Z [27/Jun/2026 16:16:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
simulator-1  | 2026-06-27T16:16:45.290432365Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/1/press/ HTTP/1.1" 202 1212
simulator-1  | 2026-06-27T16:16:45.319447357Z [27/Jun/2026 16:16:45] "POST /api/gui/buttons/2/press/ HTTP/1.1" 202 1236
simulator-1  | 2026-06-27T16:16:45.472718207Z [27/Jun/2026 16:16:45] "GET /api/gui/buttons/ HTTP/1.1" 200 2786
